Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";"Net Income/Starting Line";"Depreciation & Amortization";"Non-Cash Items";"Change in Working Capital";"Change in Accounts Receivable";"Change in Inventories";"Change in Accounts Payable";"Change in Other";"Net Cash from Operating Activities";"Change in Fixed Assets & Intangibles";"Net Change in Long Term Investment";"Net Cash from Acquisitions & Divestitures";"Net Cash from Investing Activities";"Dividends Paid";"Cash from (Repayment of) Debt";"Cash from (Repurchase of) Equity";"Net Cash from Financing Activities";"Net Change in Cash"
GDS;1333028;USD;2018;FY;2018-12-31;2019-03-13;2021-04-12;123781995;123781995;-430268000;741507000;-88284000;-235865000;;;;;-12910000;-4247081000;;-475073000;-4733050000;;5015677000;16866000;4876806000;337148000
GDS;1333028;USD;2019;FY;2019-12-31;2020-04-17;2022-04-28;1102953366;1102953366;-442083000;1142032000;-83296000;-323217000;;;;;293436000;-4552617000;;-572614000;-5131231000;;7228317000;1044818000;8361939000;3688514000
GDS;1333028;USD;2020;FY;2020-12-31;2021-04-12;2022-04-28;156694940;156694940;-669214000;1638474000;-88570000;-559803000;;;;;320887000;-8020580000;;-1352927000;-9378007000;;19087049000;78748000;20143661000;10519667000
GDS;1333028;USD;2021;FY;2021-12-31;2022-04-28;2022-04-28;104899000;107486000;-1191213000;2616898000;-45994000;-178328000;;;;;1201363000;-9699125000;;-4010279000;-13691538000;;9689543000;2082000;8119155000;-4466562000
GE;244314;USD;2017;FY;2017-12-31;2018-02-23;2019-02-26;1391005875;1391005875;-8540000000;7429000000;-1809000000;9921000000;;;;;6033000000;-1625000000;;-1395000000;6564000000;-8650000000;-8952000000;-2550000000;-19146000000;-5658000000
GE;244314;USD;2018;FY;2018-12-31;2019-02-26;2021-02-12;1391646375;1391646375;-21080000000;4419000000;18210000000;1662000000;;;;;4979000000;-2534000000;;10987000000;18279000000;-4474000000;-21542000000;;-31806000000;-9176000000
GE;244314;USD;2019;FY;2019-12-31;2020-02-24;2022-02-11;1396930500;1396930500;-606000000;3541000000;2014000000;3892000000;;;;;8737000000;-1837000000;-1600000000;6920000000;8977000000;-649000000;-13842000000;;-16133000000;1531000000
GE;244314;USD;2020;FY;2020-12-31;2021-02-12;2022-02-11;1401574125;1402855125;6457000000;3464000000;-11274000000;2376000000;;;;;3566000000;-1376000000;-1352000000;20477000000;16669000000;-648000000;-18772000000;;-19851000000;529000000
GE;244314;USD;2021;FY;2021-12-31;2022-02-11;2022-02-11;1407819000;1407819000;-3396000000;3009000000;4637000000;-3362000000;;;;;3332000000;-1083000000;-1290000000;20807000000;21308000000;-575000000;-36867000000;;-45177000000;-20750000000
GEF;998535;USD;2017;FY;2017-10-31;2017-12-20;2019-12-18;47829663;47800000;135100000;120500000;57300000;-7900000;;;;;305000000;-96700000;;5900000;-90400000;-98600000;-14700000;;-175600000;38600000
GEF;998535;USD;2018;FY;2018-10-31;2018-12-20;2020-12-17;47900000;48000000;229500000;126900000;7700000;-111100000;;;;;253000000;-136600000;;1400000;-135200000;-100000000;-52900000;;-158300000;-48100000
GEF;998535;USD;2019;FY;2019-10-31;2019-12-18;2021-12-16;48200000;48200000;194200000;206100000;20100000;-30900000;;;;;389500000;-133500000;;-1856400000;-1989300000;-104000000;1707000000;;1583500000;-16300000
GEF;998535;USD;2020;FY;2020-10-31;2020-12-17;2022-12-16;48400000;48400000;124300000;242500000;105300000;-17400000;;;;;454700000;-103400000;;80900000;-25200000;-104300000;-287600000;;-405300000;28600000
GEF;998535;USD;2021;FY;2021-10-31;2021-12-16;2022-12-16;48600000;48700000;413200000;234400000;-89800000;-161800000;;;;;396000000;-131100000;;2700000;46800000;-105800000;-266000000;;-422900000;18700000
GEL;767446;USD;2017;FY;2017-12-31;2018-02-26;2019-02-28;122579000;122579000;82079000;252480000;-41827000;30824000;;;;;323556000;-164871000;;-1330406000;-1459571000;;1342589000;140513000;1138027000;2012000
GEL;767446;USD;2018;FY;2018-12-31;2019-02-28;2021-03-01;122579000;122579000;-11792000;313190000;90793000;-2152000;;;;;390039000;114732000;;;140693000;;-274270000;;-529473000;1259000
GEL;767446;USD;2019;FY;2019-12-31;2020-02-27;2022-02-24;122579000;122579000;100066000;319806000;33513000;-71098000;;;;;382287000;-162061000;;;-140811000;;-10800000;122900000;-195371000;46105000
GEL;767446;USD;2020;FY;2020-12-31;2021-03-01;2022-02-24;122579000;122579000;-400314000;295322000;363110000;38627000;;;;;296745000;-121096000;;;-103756000;;-696000;;-222376000;-29387000
GEL;767446;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;122579000;122579000;-138032000;309746000;136193000;30044000;;;;;337951000;-300791000;;;-274117000;;-416184000;93100000;-65860000;-2026000
GENC;543904;USD;2017;FY;2017-09-30;2017-12-06;2017-12-06;14396000;14680000;8418000;1128000;656000;-4094000;;;;;6108000;-1617000;;;-1617000;;;223000;223000;4714000
GENC;543904;USD;2018;FY;2018-09-30;2018-12-13;2018-12-13;14492000;14723000;12564000;1380000;-15621000;-10320000;;;;;-11997000;-3550000;;;-3550000;;;626000;626000;-14921000
GENC;543904;USD;2019;FY;2019-09-30;2019-12-11;2020-12-18;14551000;14708000;10196000;1600000;-282000;-7351000;;;;;4163000;-2104000;;;-2104000;;;231000;231000;2290000
GENC;543904;USD;2020;FY;2020-09-30;2020-12-18;2021-12-17;14595000;14720000;5531000;1643000;13319000;6281000;;;;;26774000;-1595000;;;-1595000;;;103000;103000;25282000
GENC;543904;USD;2021;FY;2021-09-30;2021-12-17;2022-12-16;14617000;14749000;5805000;2591000;-5879000;1303000;;;;;3820000;-2659000;;-13777000;-16436000;;;264000;264000;-12352000
GEO;365061;USD;2017;FY;2017-12-31;2018-02-26;2018-02-26;120095000;120814000;146241000;124297000;46685000;63819000;;;;;381042000;-144946000;;-353556000;-529409000;-227463000;122540000;283326000;164719000;13339000
GEO;365061;USD;2018;FY;2018-12-31;2019-02-25;2021-02-16;120241000;120747000;145089000;126434000;39413000;-36461000;;;;;274475000;-189792000;;;-188483000;-229498000;202096000;-92754000;-124966000;-49073000
GEO;365061;USD;2019;FY;2019-12-31;2020-02-26;2022-02-28;119097000;119311000;166603000;130825000;42789000;-2074000;;;;;338143000;-116007000;;;-104137000;-232546000;-5863000;1790000;-250654000;-17000000
GEO;365061;USD;2020;FY;2020-12-31;2021-02-16;2022-02-28;119719000;119991000;113032000;134680000;63418000;130603000;;;;;441733000;-106254000;;;-104174000;-216145000;130583000;-8393000;-96744000;244381000
GEO;365061;USD;2021;FY;2021-12-31;2022-02-28;2022-02-28;120553000;120553000;77418000;135177000;112454000;-42414000;;;;;282635000;-44025000;;;-53737000;-30486000;53129000;297000;11263000;236469000
GEOS;357500;USD;2017;FY;2017-09-30;2017-12-01;2017-12-01;13134071;13134071;-56791000;5236000;35669000;25977000;;;;;10091000;3252000;;;-5458000;;;50000;50000;4830000
GEOS;357500;USD;2018;FY;2018-09-30;2018-11-16;2018-11-16;13250867;13250867;-19212000;4234000;11615000;-7038000;;;;;-10401000;1886000;;-4352000;7777000;;;63000;63000;-3158000
GEOS;357500;USD;2019;FY;2019-09-30;2019-11-22;2020-11-20;13388626;13388626;-146000;3965000;12912000;-11102000;;;;;5629000;-22743000;;-1819000;1560000;;;215000;215000;6991000
GEOS;357500;USD;2020;FY;2020-09-30;2020-11-20;2021-11-19;13525179;13525179;-19242000;1732000;38141000;-2509000;;;;;18122000;-4050000;;;-4050000;;;;-78000;13761000
GEOS;357500;USD;2021;FY;2021-09-30;2021-11-19;2022-11-18;13353254;13353254;-14056000;1746000;11830000;-6692000;;;;;-7172000;5333000;2069000;-1346000;-3318000;;;-6805000;-8226000;-18620000
GERN;793173;USD;2017;FY;2017-12-31;2018-03-16;2019-03-07;159224986;159224986;-27916000;76000;8654000;-1370000;;;;;-20556000;;22970000;;22970000;;;1111000;1111000;3525000
GERN;793173;USD;2018;FY;2018-12-31;2019-03-07;2021-03-11;176504996;176504996;-27017000;59000;6194000;-245000;;;;;-21009000;-16000;-77702000;;-77718000;;;92968000;92968000;-5759000
GERN;793173;USD;2019;FY;2019-12-31;2020-03-12;2022-03-10;190160311;190160311;-68548000;64000;5530000;19125000;;;;;-43829000;-413000;27813000;;27400000;;;19499000;19499000;3070000
GERN;793173;USD;2020;FY;2020-12-31;2021-03-11;2022-03-10;271460265;271460265;-75617000;158000;8424000;383000;;;;;-66652000;-401000;-104919000;;-105320000;;23863000;144483000;168346000;-3626000
GERN;793173;USD;2021;FY;2021-12-31;2022-03-10;2022-03-10;328934491;328934491;-116112000;215000;9823000;10518000;;;;;-95556000;-207000;72154000;;71947000;;24895000;23661000;48556000;24947000
GES;181484;USD;2017;FY;2018-01-31;2018-01-31;2018-03-29;82189000;82189000;-3901000;63588000;44800000;43883000;;;;;148370000;-84655000;-497000;-4850000;-90347000;-76057000;-1467000;-50127000;-128737000;-29968000
GES;181484;USD;2018;FY;2019-01-31;2019-03-29;2021-04-09;80146000;81589000;17166000;68357000;45821000;-49665000;;;;;81679000;-108117000;-10451000;-6404000;-123528000;-73594000;-2279000;-23620000;-96818000;-156687000
GES;181484;USD;2019;FY;2020-01-31;2020-04-01;2022-03-24;70461000;71669000;101229000;72188000;43357000;-18861000;;;;;197913000;-57395000;;;-56471000;-42135000;329387000;-288067000;-64165000;73833000
GES;181484;USD;2020;FY;2021-01-31;2021-04-09;2022-03-24;64179000;64179000;-80741000;63501000;124229000;102061000;;;;;209050000;-16137000;-4818000;;-22161000;-15552000;44106000;-38876000;-9907000;184517000
GES;181484;USD;2021;FY;2022-01-31;2022-03-24;2022-03-24;64373000;65852000;180049000;56799000;-42500000;-62706000;;;;;131642000;-59868000;-1562000;;-62277000;-36747000;-5777000;-51030000;-97044000;-53780000
GEVO;1059126;USD;2017;FY;2017-12-31;2018-03-28;2019-03-28;814797;814797;-24630000;6641000;-197000;-2441000;;;;;-20627000;-1906000;;;-1906000;;-7457000;11044000;3587000;-18946000
GEVO;1059126;USD;2018;FY;2018-12-31;2019-03-28;2020-03-17;4876897;4876897;-27976000;6520000;4936000;669000;;;;;-15851000;-2233000;;;-2233000;;871000;39394000;40265000;22181000
GEVO;1059126;USD;2019;FY;2019-12-31;2020-03-17;2022-02-24;12177906;12177906;-28660000;6656000;2353000;-1188000;;;;;-20839000;-5957000;;;-7457000;;-292000;11589000;10864000;-17432000
GEVO;1059126;USD;2020;FY;2020-12-31;2021-03-18;2022-02-24;56881586;56881586;-40186000;5904000;14096000;848000;;;;;-19338000;-5905000;;;-5905000;;17587000;76414000;87279000;62036000
GEVO;1059126;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;199341519;199341519;-59203000;5128000;14459000;-3920000;;;;;-43536000;-59662000;-342788000;-9170000;-411620000;;69962000;489373000;512851000;57695000
GFF;358146;USD;2017;FY;2017-09-30;2017-11-20;2017-11-20;41005000;43011000;17783000;47878000;15087000;-31597000;;;;;49151000;-34794000;;-36543000;-71337000;-10325000;62989000;-15841000;-700000;-24872000
GFF;358146;USD;2018;FY;2018-09-30;2018-11-19;2020-11-13;41005000;42422000;33255000;55803000;7582000;-38448000;;;;;58192000;-41221000;;43795000;2574000;-49797000;142209000;-45605000;39065000;22077000
GFF;358146;USD;2019;FY;2019-09-30;2019-11-22;2021-11-17;40934000;42888000;25470000;51517000;16198000;-2839000;;;;;90346000;-34589000;-149000;-18719000;-64061000;-13676000;-16866000;-1478000;-34976000;2619000
GFF;358146;USD;2020;FY;2020-09-30;2020-11-13;2022-11-18;42588000;45015000;41444000;52100000;37025000;-23681000;;;;;106888000;-40816000;-130000;-10531000;-51477000;-14529000;-68835000;170686000;68190000;145712000
GFF;358146;USD;2021;FY;2021-09-30;2021-11-17;2022-11-18;50903000;53504000;70302000;52302000;43878000;-96674000;;;;;69808000;-36714000;-17211000;-2242000;-56167000;-17139000;-6921000;-3357000;-28245000;30564000
GGG;103052;USD;2017;FY;2017-12-31;2018-04-23;2019-02-19;174318000;174318000;252412000;45583000;58098000;-18229000;;;;;337864000;-40194000;;-27905000;-68447000;-80477000;-82676000;-29475000;-217076000;51309000
GGG;103052;USD;2018;FY;2018-12-31;2019-02-19;2021-02-16;173213000;173213000;341054000;47754000;40970000;-61793000;;;;;367985000;-53854000;;-10769000;-66247000;-88845000;42465000;-220180000;-282711000;19214000
GGG;103052;USD;2019;FY;2019-12-31;2020-02-18;2022-02-22;171624000;171624000;343853000;48911000;20258000;5712000;;;;;418734000;-127953000;;-26577000;-155469000;-106443000;-105109000;38768000;-174052000;88855000
GGG;103052;USD;2020;FY;2020-12-31;2021-02-16;2022-02-22;172008000;172008000;330456000;55329000;71129000;-62879000;;;;;394035000;-71338000;;-27557000;-99038000;-116983000;-1986000;-18705000;-139471000;157936000
GGG;103052;USD;2021;FY;2021-12-31;2022-02-22;2022-02-22;169834000;174774000;439866000;59325000;-21641000;-20654000;;;;;456896000;-133566000;;-19386000;-153299000;-127110000;20427000;50963000;-57142000;245393000
GGP;442374;USD;2017;FY;2017-12-31;2018-02-22;2020-02-28;897156000;947559000;666873000;693327000;3667000;-69255000;;;;;1294612000;-893516000;;;-855296000;-1053306000;563408000;-273985000;-738263000;-299766000
GGP;442374;USD;2018;FY;2018-12-31;2019-03-01;2021-02-26;777208000;781030000;4163769000;633063000;-4032566000;-179717000;;;;;584549000;-738185000;;;2697130000;-9999861000;5256990000;200000000;-3214925000;66754000
GGP;442374;USD;2019;FY;2019-12-31;2020-02-28;2021-02-26;777208000;781030000;480911000;501636000;-580679000;26261000;;;;;428129000;-1391346000;;;-1553482000;-813013000;1893054000;293318000;1102172000;-23181000
GGP;442374;USD;2020;FY;2020-12-31;2021-02-26;2021-02-26;777208000;781030000;-801584000;641592000;418743000;-267181000;;;;;-8430000;-272782000;;;-252832000;-87846000;84424000;532195000;354360000;93098000
GH;882847;USD;2017;FY;2017-12-31;2018-02-19;2019-03-19;12582000;12582000;-83221000;5206000;10769000;-4989000;;;;;-72235000;-8983000;-161433000;;-170416000;;-244000;307744000;281656000;39005000
GH;882847;USD;2018;FY;2018-12-31;2019-02-07;2021-02-25;30403000;30403000;-84263000;7136000;6069000;-1127000;;;;;-72185000;-20203000;-132825000;;-153028000;;-443000;2984000;293161000;67948000
GH;882847;USD;2019;FY;2019-12-31;2020-03-02;2022-02-24;90597000;90597000;-67851000;11411000;17609000;-8303000;;;;;-47134000;-18717000;-288957000;-7328000;-317570000;;-127000;368465000;367304000;2684000
GH;882847;USD;2020;FY;2020-12-31;2021-02-25;2022-02-24;97504000;97504000;-246283000;16065000;173956000;-47665000;;;;;-103927000;-36173000;-563027000;;-617086000;;1132576000;372353000;1410307000;689749000
GH;882847;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;101420000;101420000;-384770000;22271000;193950000;-40468000;;;;;-209017000;-75035000;11880000;;-63155000;;-146000;17865000;-66824000;-340689000
GHC;716648;USD;2017;FY;2017-12-31;2018-02-23;2019-02-25;5516000;5552000;302489000;113310000;-190842000;43098000;;;;;268055000;-57093000;0;-382882000;-442019000;-28329000;-17220000;-50770000;-100106000;-263250000
GHC;716648;USD;2018;FY;2018-12-31;2019-02-25;2021-02-24;5333000;5370000;271408000;112245000;-93416000;-3218000;;;;;287019000;-108536000;24082000;-123248000;-202903000;-28617000;-22876000;-117865000;-220420000;-143451000
GHC;716648;USD;2019;FY;2019-12-31;2020-02-26;2022-02-25;5285000;5327000;327879000;121648000;-88671000;-195692000;;;;;165164000;-39009000;11804000;-179421000;-233235000;-29553000;46747000;-1622000;15234000;-50071000
GHC;716648;USD;2020;FY;2020-12-31;2021-02-24;2022-02-25;5124000;5139000;299968000;161207000;-181180000;-69332000;;;;;210663000;155979000;73771000;-20080000;199371000;-29970000;-17559000;-136700000;-204002000;209010000
GHC;716648;USD;2021;FY;2021-12-31;2022-02-25;2022-02-25;4961000;4977000;353327000;162225000;-203126000;-110000000;;;;;202426000;-152242000;17463000;-351882000;-494635000;-30136000;148082000;-55683000;31027000;-264211000
GHDX;776327;USD;2017;FY;2017-12-31;2018-03-14;2018-03-14;34495000;34495000;-3857000;11759000;19588000;3103000;;;;;30593000;-13266000;-29292000;;-42558000;;;21776000;17079000;5114000
GHDX;776327;USD;2018;FY;2018-12-31;2019-02-28;2019-02-28;35727000;37555000;25677000;12669000;26476000;11740000;;;;;76562000;-10021000;-71084000;;-81105000;;;26250000;20752000;16209000
GIDYL;146177;USD;2017;FY;2017-12-31;2018-04-30;2018-04-30;11157489;11157489;-10890000;57000;167000;543000;;;;;-10123000;-5000;;;-5000;;4786000;198000;4869000;-5259000
GIDYL;146177;USD;2018;FY;2018-12-31;2019-03-13;2019-03-13;13699585;13699585;-8038000;35000;1273000;-594000;;;;;-7324000;-3000;;;-3000;;1750000;6434000;8099000;772000
GIDYL;146177;USD;2019;FY;2019-12-31;2020-04-29;2021-03-12;25886615;25886615;-17333000;32000;8244000;-1555000;;;;;-10612000;-11000;;;-11000;;9403000;;9316000;-1307000
GIDYL;146177;USD;2020;FY;2020-12-31;2021-03-12;2021-03-12;58858758;58858758;-11136000;28000;2815000;-2553000;;;;;-10846000;;;;;;5847000;;9506000;-1340000
GIII;183672;USD;2017;FY;2018-01-31;2018-04-02;2018-04-02;48820000;49750000;62124000;37783000;49468000;-69641000;;;;;79734000;-33863000;;-49000;-33912000;;-79118000;1578000;-83654000;-34181000
GIII;183672;USD;2018;FY;2019-01-31;2019-03-28;2021-03-26;49140000;50274000;138067000;38819000;39634000;-112691000;;;;;103829000;-29205000;;;-37332000;;-12003000;-20210000;-37951000;24362000
GIII;183672;USD;2019;FY;2020-01-31;2020-03-30;2022-03-28;48209000;48895000;143837000;38735000;123989000;-97540000;;;;;209021000;-40094000;;;-40094000;;2858000;-35101000;-44482000;127234000
GIII;183672;USD;2020;FY;2021-01-31;2021-03-26;2022-03-28;48242000;48781000;23545000;38625000;139912000;-127324000;;;;;74758000;-20128000;;;-20128000;;108353000;297000;94775000;154562000
GIII;183672;USD;2021;FY;2022-01-31;2022-03-28;2022-03-28;48242000;48781000;200593000;27626000;82054000;-124475000;;;;;185798000;-31505000;5000000;;-51505000;;-1802000;-17300000;-23442000;114050000
GILD;239284;USD;2017;FY;2017-12-31;2018-02-27;2018-02-27;1307000000;1319000000;4644000000;1286000000;860000000;5108000000;;;;;11898000000;-590000000;-5053000000;-10426000000;-16069000000;-2731000000;7174000000;-720000000;3393000000;-641000000
GILD;239284;USD;2018;FY;2018-12-31;2019-04-18;2021-02-25;1298000000;1308000000;5460000000;1429000000;2450000000;-939000000;;;;;8400000000;-924000000;15469000000;;14355000000;-2971000000;-6250000000;-2611000000;-12318000000;10352000000
GILD;239284;USD;2019;FY;2019-12-31;2020-02-25;2022-02-23;1270000000;1277000000;5364000000;1404000000;3174000000;-798000000;;;;;9144000000;-825000000;-2307000000;-4251000000;-7817000000;-3222000000;-2750000000;-1540000000;-7634000000;-6309000000
GILD;239284;USD;2020;FY;2020-12-31;2021-02-25;2022-02-23;1257000000;1263000000;89000000;1480000000;8237000000;-1638000000;;;;;8168000000;-650000000;11948000000;-25742000000;-14615000000;-3449000000;5684000000;-1327000000;770000000;-5634000000
GILD;239284;USD;2021;FY;2021-12-31;2022-02-23;2022-02-23;1256000000;1262000000;6201000000;2050000000;2644000000;489000000;;;;;11384000000;-579000000;-987000000;-1402000000;-3131000000;-3605000000;-4750000000;-377000000;-8877000000;-659000000
GIS;78526;USD;2017;FY;2017-05-31;2017-06-29;2018-06-29;587100000;598000000;1701100000;603600000;304700000;-194200000;;;;;2415200000;-680200000;;17500000;-646900000;-1135100000;1034500000;-1538900000;-1747400000;2400000
GIS;78526;USD;2018;FY;2018-05-31;2018-06-29;2018-06-29;576800000;585700000;2163000000;618800000;-482900000;542100000;;;;;2841000000;-621300000;;-8035800000;-8685400000;-1139700000;6277400000;467600000;5445500000;-367100000
GIS;78526;USD;2019;FY;2019-05-31;2019-06-28;2021-06-30;600400000;605400000;1786200000;620100000;408200000;-7500000;;;;;2807000000;-523300000;;26400000;-556500000;-1181700000;-1221000000;240300000;-2176400000;51000000
GIS;78526;USD;2020;FY;2020-05-31;2020-07-02;2022-06-29;608100000;613300000;2210800000;594700000;76800000;793900000;;;;793900000;3676200000;-459100000;;;-486200000;-1195800000;-917200000;260000000;-1941500000;1227800000
GIS;78526;USD;2021;FY;2021-05-31;2021-06-30;2022-06-29;614600000;619600000;2346000000;601300000;191800000;-155900000;;;;-155900000;2983200000;-528100000;;2900000;-512800000;-1246400000;-1162200000;-227100000;-2715500000;-172600000
GLGI;178127;USD;2017;FY;2017-05-31;2017-08-25;2018-08-29;28322160;28906086;2246908;2772465;-145318;1377250;;;;;6251305;-2698665;;;-2698665;;-3338286;57000;-3870996;-318356
GLGI;178127;USD;2018;FY;2018-05-31;2018-08-29;2019-08-29;28361201;28993110;1871101;3686121;2002842;502022;;;;;8062086;-6707210;;;-6707210;;-906755;;-1554265;-199389
GLGI;178127;USD;2019;FY;2019-05-31;2019-08-29;2020-08-24;28361201;29009415;2057207;4533757;-924325;1155051;;;;;6821690;-6048494;;;-6048494;;629843;;102580;875776
GLGI;178127;USD;2020;FY;2020-05-31;2020-08-24;2021-08-20;28361201;32343657;4962570;5281032;182410;-1792103;;;;;8633909;-6284934;;;-6284934;;-1830215;;-2472533;-123558
GLGI;178127;USD;2021;FY;2021-05-31;2021-08-20;2022-08-23;28361201;32364942;3625526;5801517;1271590;4483996;;;;;15182629;-2905640;;;-2905640;-407329;-8405177;;-9021306;3255683
GLP;861498;USD;2017;FY;2017-12-31;2018-03-09;2020-03-06;33634000;33634000;57117000;105652000;-15505000;201178000;;;;;348442000;-17079000;;-38479000;-61644000;;-218600000;;-281968000;4830000
GLP;861498;USD;2018;FY;2018-12-31;2019-03-08;2021-03-05;33972000;33972000;102403000;106838000;-33056000;-7329000;;;;;168856000;-50763000;;-171620000;-225720000;;116966000;;50127000;-6737000
GLP;861498;USD;2019;FY;2019-12-31;2020-03-06;2022-02-28;34339000;34339000;35178000;108192000;21049000;-70017000;;;;;94402000;-65804000;;;-67214000;;54016000;;-23267000;3921000
